date,open,high,low,close,volume,openinterest,ma
2018-01-02,6.24,6.3,6.24,6.29,29830.0,0.0,0.0
2018-01-03,6.29,6.32,6.26,6.31,31359.0,0.0,0.0
2018-01-04,6.3,6.32,6.27,6.3,22771.0,0.0,0.0
2018-01-05,6.3,6.31,6.27,6.28,33121.0,0.0,0.0
2018-01-08,6.29,6.29,6.23,6.25,31262.0,0.0,0.0
2018-01-09,6.25,6.3,6.25,6.25,28813.0,0.0,0.0
2018-01-10,6.26,6.27,6.2,6.23,34225.0,0.0,0.0
2018-01-11,6.21,6.23,6.16,6.22,44734.0,0.0,0.0
2018-01-12,6.21,6.22,6.18,6.2,20994.0,0.0,0.0
2018-01-15,6.19,6.19,5.87,5.89,123961.0,0.0,0.0
2018-01-16,5.87,5.91,5.76,5.85,72350.0,0.0,0.0
2018-01-17,5.82,5.85,5.58,5.74,90449.0,0.0,0.0
2018-01-18,5.79,5.86,5.73,5.82,43217.0,0.0,0.0
2018-01-19,5.77,5.82,5.69,5.7,38876.0,0.0,0.0
2018-01-22,5.7,5.73,5.63,5.7,27426.0,0.0,0.0
2018-01-23,5.71,6.01,5.71,5.88,67237.0,0.0,0.0
2018-01-24,5.85,5.89,5.78,5.85,28450.0,0.0,0.0
2018-01-25,5.83,5.86,5.79,5.8,27153.0,0.0,0.0
2018-01-26,5.8,5.85,5.78,5.82,16783.0,0.0,0.0
2018-01-29,5.84,5.96,5.82,5.85,34478.0,0.0,0.0
2018-01-30,5.85,5.88,5.8,5.82,18209.0,0.0,0.0
2018-01-31,5.82,5.82,5.61,5.66,42206.0,0.0,0.0
2018-02-01,5.62,5.69,5.4,5.41,55161.0,0.0,0.0
2018-02-02,5.41,5.47,5.32,5.39,39767.0,0.0,0.0
2018-02-05,5.31,5.41,5.21,5.4,25003.0,0.0,0.0
2018-02-06,5.34,5.37,5.11,5.11,55392.0,0.0,0.0
2018-02-07,5.2,5.22,4.83,4.97,54891.0,0.0,0.0
2018-02-08,4.97,5.14,4.93,5.08,31105.0,0.0,0.0
2018-02-09,4.9,5.04,4.84,4.92,44097.0,0.0,0.0
2018-02-12,4.95,5.14,4.94,5.11,26664.0,0.0,0.0
2018-02-13,5.15,5.39,5.1,5.29,46342.0,0.0,0.0
2018-02-14,5.31,5.53,5.28,5.41,33517.0,0.0,0.0
2018-02-22,5.52,5.52,5.35,5.43,23946.0,0.0,0.0
2018-02-23,5.41,5.44,5.33,5.39,26116.0,0.0,0.0
2018-02-26,5.41,5.67,5.4,5.6,44488.0,0.0,0.0
2018-02-27,5.58,5.65,5.52,5.59,19860.0,0.0,0.0
2018-02-28,5.58,5.62,5.53,5.59,20023.0,0.0,0.0
2018-03-01,5.57,5.8,5.57,5.73,47626.0,0.0,0.0
2018-03-02,5.71,5.99,5.7,5.94,76570.0,0.0,0.0
2018-03-05,5.98,6.13,5.82,6.02,64225.0,0.0,0.0
2018-03-06,6.03,6.19,6.02,6.17,50558.0,0.0,0.0
2018-03-07,6.17,6.28,6.01,6.03,73605.0,0.0,0.0
2018-03-08,6.02,6.21,6.02,6.07,41793.0,0.0,0.0
2018-03-09,6.08,6.12,6.0,6.08,36495.0,0.0,0.0
2018-03-12,6.09,6.18,6.04,6.16,36867.0,0.0,0.0
2018-03-13,6.17,6.2,6.1,6.14,33490.0,0.0,0.0
2018-03-14,6.16,6.18,6.1,6.14,28393.0,0.0,0.0
2018-03-15,6.17,6.46,6.16,6.34,92981.0,0.0,0.0
2018-03-16,6.41,6.54,6.34,6.51,94652.0,0.0,0.0
2018-03-19,6.56,6.65,6.43,6.59,94384.0,0.0,0.0
2018-03-20,6.47,6.68,6.24,6.24,198894.0,0.0,0.0
2018-03-21,6.19,6.35,6.17,6.2,79623.0,0.0,0.0
2018-03-22,6.24,6.54,6.2,6.54,113482.0,0.0,0.0
2018-03-23,6.38,6.54,6.19,6.24,156576.0,0.0,0.0
2018-03-26,6.14,6.38,5.9,6.37,108314.0,0.0,0.0
2018-03-28,6.38,6.69,5.89,5.96,264545.0,0.0,0.0
2018-03-29,6.0,6.09,5.7,5.8,131461.0,0.0,0.0
2018-03-30,5.83,5.93,5.76,5.77,91503.0,0.0,0.0
2018-04-02,5.74,5.87,5.66,5.73,79966.0,0.0,0.0
2018-04-03,5.68,5.72,5.6,5.65,55993.0,0.0,0.0
2018-04-04,5.68,5.83,5.6,5.7,66675.0,0.0,0.0
2018-04-09,5.69,5.69,5.45,5.5,87415.0,0.0,0.0
2018-04-10,5.53,5.61,5.48,5.57,51350.0,0.0,0.0
2018-04-11,5.59,5.61,5.51,5.56,42773.0,0.0,0.0
2018-04-12,5.57,5.66,5.53,5.59,49892.0,0.0,0.0
2018-04-13,5.6,5.63,5.52,5.52,30401.0,0.0,0.0
2018-04-16,5.52,5.55,5.31,5.36,60992.0,0.0,0.0
2018-04-17,5.34,5.4,5.15,5.15,59672.0,0.0,0.0
2018-04-25,5.72,5.72,5.72,5.72,52721.0,0.0,0.0
