date,open,high,low,close,volume,openinterest,ma
2018-01-02,16.804,17.946,16.604,17.746,17092.0,0.0,0.0
2018-01-03,17.568,17.782,17.196,17.782,17119.0,0.0,0.0
2018-01-04,17.782,18.554,17.589,18.025,17722.0,0.0,0.0
2018-01-05,17.882,17.954,17.396,17.889,13386.0,0.0,0.0
2018-01-08,17.711,18.339,17.675,18.175,12504.0,0.0,0.0
2018-01-09,18.211,18.389,17.689,17.761,10548.0,0.0,0.0
2018-01-10,17.768,18.168,17.625,17.861,7375.0,0.0,0.0
2018-01-11,17.682,17.854,17.496,17.689,5857.0,0.0,0.0
2018-01-12,17.725,17.732,17.304,17.532,5839.0,0.0,0.0
2018-01-15,17.496,18.239,17.189,17.596,10269.0,0.0,0.0
2018-01-16,17.446,17.668,17.354,17.468,4575.0,0.0,0.0
2018-01-17,17.446,17.446,16.818,17.239,6580.0,0.0,0.0
2018-01-18,17.239,17.354,17.139,17.246,2901.0,0.0,0.0
2018-01-19,17.246,17.568,17.032,17.454,9047.0,0.0,0.0
2018-01-22,17.311,18.204,17.154,18.125,16194.0,0.0,0.0
2018-01-23,18.125,18.125,17.746,18.018,8294.0,0.0,0.0
2018-01-24,17.889,18.239,17.746,18.089,21542.0,0.0,0.0
2018-01-25,18.082,18.082,17.446,17.461,14432.0,0.0,0.0
2018-01-26,17.411,17.411,16.646,16.868,10766.0,0.0,0.0
2018-01-29,16.875,16.954,16.496,16.496,4885.0,0.0,0.0
2018-01-30,16.532,16.818,16.504,16.689,3021.0,0.0,0.0
2018-01-31,16.554,16.661,16.354,16.454,3233.0,0.0,0.0
2018-02-01,16.389,16.518,15.068,15.404,7379.0,0.0,0.0
2018-02-02,15.432,15.875,14.961,15.604,7033.0,0.0,0.0
2018-02-05,15.418,15.418,14.746,14.896,4153.0,0.0,0.0
2018-02-06,14.818,14.818,13.389,13.389,8867.0,0.0,0.0
2018-02-07,13.425,13.818,12.318,12.889,8582.0,0.0,0.0
2018-02-08,12.811,13.146,12.811,12.882,4049.0,0.0,0.0
2018-02-09,12.325,12.525,11.654,11.889,6648.0,0.0,0.0
2018-02-12,11.896,12.425,11.896,12.346,4905.0,0.0,0.0
2018-02-13,12.468,12.532,12.175,12.211,4978.0,0.0,0.0
2018-02-14,12.389,12.389,12.182,12.268,2879.0,0.0,0.0
2018-02-22,12.454,12.596,12.418,12.554,2847.0,0.0,0.0
2018-02-23,12.468,12.675,12.411,12.561,4660.0,0.0,0.0
2018-02-26,12.589,13.096,12.589,13.004,9202.0,0.0,0.0
2018-02-27,13.161,13.175,12.861,13.032,4988.0,0.0,0.0
2018-02-28,13.089,13.161,12.704,13.046,4663.0,0.0,0.0
2018-03-01,13.075,13.239,12.861,13.204,6592.0,0.0,0.0
2018-03-02,13.146,13.332,13.004,13.211,6880.0,0.0,0.0
2018-03-05,13.139,13.239,13.061,13.232,5187.0,0.0,0.0
2018-03-06,13.218,14.104,13.182,14.089,20820.0,0.0,0.0
2018-03-07,13.811,13.882,13.618,13.668,11137.0,0.0,0.0
2018-03-08,13.725,13.782,13.404,13.761,6055.0,0.0,0.0
2018-03-09,13.804,14.018,13.604,13.939,9143.0,0.0,0.0
2018-03-12,13.961,14.496,13.961,14.268,11391.0,0.0,0.0
2018-03-13,14.375,14.389,13.975,14.039,8145.0,0.0,0.0
2018-03-14,14.039,14.346,13.782,14.161,8108.0,0.0,0.0
2018-03-15,13.918,14.125,13.261,13.532,7758.0,0.0,0.0
2018-03-16,13.646,13.775,13.418,13.489,4979.0,0.0,0.0
2018-03-19,13.575,13.861,13.432,13.854,6185.0,0.0,0.0
2018-03-20,13.818,14.225,13.482,14.104,9859.0,0.0,0.0
2018-03-21,14.046,14.354,13.782,13.889,8315.0,0.0,0.0
2018-03-22,14.025,14.375,13.861,14.232,9791.0,0.0,0.0
2018-03-23,13.925,13.932,13.175,13.175,10983.0,0.0,0.0
2018-03-26,13.168,13.511,13.068,13.325,8566.0,0.0,0.0
2018-03-27,13.432,13.725,13.418,13.639,9392.0,0.0,0.0
2018-03-28,13.575,13.868,13.532,13.618,9755.0,0.0,0.0
2018-03-29,13.604,14.089,13.604,13.954,10105.0,0.0,0.0
2018-03-30,14.182,14.354,14.025,14.289,10134.0,0.0,0.0
2018-04-02,14.175,14.532,14.146,14.525,13228.0,0.0,0.0
2018-04-03,14.325,14.668,14.146,14.546,10496.0,0.0,0.0
2018-04-04,14.561,14.854,14.318,14.404,13105.0,0.0,0.0
2018-04-09,14.389,14.518,14.139,14.404,6588.0,0.0,0.0
2018-04-10,14.482,15.025,14.325,14.968,12532.0,0.0,0.0
2018-04-11,15.146,15.204,14.796,14.889,10540.0,0.0,0.0
2018-04-12,14.889,15.568,14.825,15.068,11089.0,0.0,0.0
2018-04-13,14.968,15.439,14.818,15.232,11751.0,0.0,0.0
2018-04-16,15.389,16.111,14.996,15.532,32996.0,0.0,0.0
2018-04-17,14.789,15.232,14.032,14.082,22137.0,0.0,0.0
2018-04-18,14.104,14.389,13.746,14.318,11466.0,0.0,0.0
2018-04-19,14.211,14.311,13.996,14.032,9336.0,0.0,0.0
2018-04-20,13.954,13.961,13.454,13.454,8972.0,0.0,0.0
2018-07-20,12.725,14.625,12.296,13.654,40818.0,0.0,0.0
2018-07-23,14.154,15.032,14.154,15.032,31283.0,0.0,0.0
2018-07-24,16.546,16.546,15.789,16.546,75290.0,0.0,0.0
2018-07-25,17.011,17.654,15.582,15.582,92289.0,0.0,0.0
2018-07-26,14.868,15.261,14.511,14.582,51829.0,0.0,0.0
2018-07-27,13.939,13.939,13.368,13.425,51228.0,0.0,0.0
2018-07-30,13.354,13.411,12.761,12.996,30222.0,0.0,0.0
2018-07-31,12.854,13.711,12.854,13.518,39939.0,0.0,0.0
2018-08-01,13.154,13.332,12.868,12.904,25592.0,0.0,0.0
2018-08-02,12.868,12.868,11.625,12.211,24487.0,0.0,0.0
2018-08-03,12.246,12.411,11.875,12.196,18545.0,0.0,0.0
2018-08-06,12.082,12.154,11.568,11.682,12407.0,0.0,0.0
2018-08-07,11.675,12.154,11.575,11.975,12670.0,0.0,0.0
2018-08-08,11.932,12.346,11.782,11.832,15115.0,0.0,0.0
2018-08-09,11.718,12.196,11.354,12.018,18342.0,0.0,0.0
2018-08-10,11.925,12.468,11.904,12.082,14483.0,0.0,0.0
2018-08-13,12.368,13.304,12.296,13.304,15099.0,0.0,0.0
2018-08-14,13.661,13.746,12.868,12.868,33344.0,0.0,0.0
2018-08-15,12.839,12.846,12.375,12.446,18120.0,0.0,0.0
2018-08-16,12.196,12.439,11.689,12.082,11595.0,0.0,0.0
2018-08-17,12.446,13.304,12.425,13.304,56018.0,0.0,0.0
2018-08-20,13.439,13.846,13.154,13.154,67565.0,0.0,0.0
2018-08-21,13.004,13.525,12.754,13.354,46199.0,0.0,0.0
2018-08-22,12.968,13.154,12.539,12.646,32161.0,0.0,0.0
2018-08-23,12.896,13.925,12.746,13.925,26503.0,0.0,0.0
2018-08-24,14.011,14.489,13.439,13.475,65192.0,0.0,0.0
2018-08-27,13.675,14.004,13.525,13.668,36074.0,0.0,0.0
2018-08-28,13.704,14.275,13.525,13.932,40418.0,0.0,0.0
2018-08-29,13.718,13.868,13.461,13.604,20202.0,0.0,0.0
2018-08-30,13.582,13.654,13.018,13.189,22886.0,0.0,0.0
2018-08-31,13.511,13.796,13.168,13.196,23728.0,0.0,0.0
2018-09-03,12.725,12.846,12.382,12.796,21796.0,0.0,0.0
2018-09-04,12.682,12.932,12.511,12.882,18298.0,0.0,0.0
2018-09-05,12.761,12.882,12.232,12.282,16646.0,0.0,0.0
2018-09-06,12.304,12.689,12.304,12.332,14730.0,0.0,0.0
2018-09-07,12.446,12.654,12.189,12.332,14107.0,0.0,0.0
2018-09-10,12.354,12.439,11.939,11.975,13853.0,0.0,0.0
2018-09-11,11.996,12.289,11.889,12.154,11104.0,0.0,0.0
2018-09-12,12.311,12.511,12.111,12.411,13960.0,0.0,0.0
2018-09-13,12.382,12.925,12.382,12.804,24640.0,0.0,0.0
2018-09-14,12.546,12.618,12.246,12.296,17201.0,0.0,0.0
2018-09-17,12.025,12.296,11.839,12.011,12145.0,0.0,0.0
2018-09-18,11.975,12.175,11.839,12.118,10646.0,0.0,0.0
2018-09-19,12.118,12.582,12.032,12.368,18472.0,0.0,0.0
2018-09-20,12.318,12.318,12.011,12.146,13853.0,0.0,0.0
2018-09-21,12.146,12.282,12.096,12.189,13205.0,0.0,0.0
2018-09-25,12.261,12.854,12.211,12.496,28007.0,0.0,0.0
2018-09-26,12.511,12.989,12.346,12.775,33975.0,0.0,0.0
2018-09-27,12.654,12.811,12.225,12.232,20351.0,0.0,0.0
2018-09-28,12.339,12.689,12.239,12.625,16867.0,0.0,0.0
2018-10-08,12.475,12.654,11.882,11.996,15861.0,0.0,0.0
2018-10-09,12.011,13.211,11.954,12.889,57655.0,0.0,0.0
2018-10-10,12.725,13.011,12.446,12.568,37948.0,0.0,0.0
2018-10-11,12.239,12.239,11.296,11.304,34605.0,0.0,0.0
2018-10-12,11.146,11.225,10.354,10.868,19629.0,0.0,0.0
2018-10-15,11.004,11.139,10.804,10.832,10291.0,0.0,0.0
2018-10-16,10.882,11.004,10.582,10.889,11654.0,0.0,0.0
2018-10-17,11.289,11.289,10.504,10.882,13320.0,0.0,0.0
2018-10-18,10.954,10.954,10.168,10.168,10526.0,0.0,0.0
2018-10-19,10.082,10.339,9.782,10.275,12662.0,0.0,0.0
2018-10-22,10.404,10.982,10.404,10.882,19381.0,0.0,0.0
2018-10-23,10.889,11.004,10.618,10.775,13976.0,0.0,0.0
2018-10-24,10.132,10.561,10.011,10.439,20969.0,0.0,0.0
2018-10-25,10.068,10.282,9.832,10.168,14483.0,0.0,0.0
2018-10-26,10.204,10.354,10.182,10.289,12074.0,0.0,0.0
2018-10-29,10.161,10.339,10.089,10.175,6043.0,0.0,0.0
2018-10-30,10.054,10.354,9.918,10.296,9286.0,0.0,0.0
2018-10-31,10.282,10.554,10.232,10.461,12856.0,0.0,0.0
2018-11-01,10.382,10.739,10.375,10.546,15067.0,0.0,0.0
2018-11-02,10.618,11.011,10.589,10.975,17944.0,0.0,0.0
2018-11-05,10.975,11.839,10.832,11.275,25654.0,0.0,0.0
2018-11-06,11.189,11.189,10.882,11.111,13018.0,0.0,0.0
2018-11-07,11.011,11.161,10.968,11.054,9489.0,0.0,0.0
2018-11-08,11.154,11.296,10.961,11.089,10415.0,0.0,0.0
2018-11-09,11.039,11.132,10.954,11.004,7239.0,0.0,0.0
2018-11-12,10.982,11.354,10.918,11.261,19213.0,0.0,0.0
2018-11-13,11.104,11.561,11.104,11.418,18377.0,0.0,0.0
2018-11-14,11.404,11.575,11.254,11.368,12973.0,0.0,0.0
2018-11-15,11.418,11.782,11.418,11.696,20057.0,0.0,0.0
2018-11-16,11.718,11.982,11.582,11.861,23785.0,0.0,0.0
2018-11-19,11.861,12.546,11.632,12.261,37262.0,0.0,0.0
2018-11-20,12.118,12.504,11.818,11.946,28533.0,0.0,0.0
