date,open,high,low,close,volume,openinterest,ma
2018-01-02,6.561,6.581,6.471,6.531,44425.0,0.0,0.0
2018-01-03,6.501,6.601,6.481,6.571,49545.0,0.0,0.0
2018-01-04,6.541,6.581,6.451,6.451,52400.0,0.0,0.0
2018-01-05,6.441,6.501,6.391,6.411,48271.0,0.0,0.0
2018-01-08,6.411,6.471,6.361,6.451,43921.0,0.0,0.0
2018-01-09,6.431,6.461,6.391,6.411,32464.0,0.0,0.0
2018-01-10,6.431,6.551,6.391,6.521,66835.0,0.0,0.0
2018-01-11,6.481,6.501,6.391,6.471,42936.0,0.0,0.0
2018-01-12,6.431,6.481,6.341,6.431,45900.0,0.0,0.0
2018-01-15,6.391,6.421,6.171,6.241,52201.0,0.0,0.0
2018-01-16,6.231,6.291,6.211,6.231,24473.0,0.0,0.0
2018-01-17,6.231,6.261,6.111,6.221,28718.0,0.0,0.0
2018-01-18,6.201,6.351,6.201,6.241,24577.0,0.0,0.0
2018-01-19,6.261,6.581,6.221,6.431,70340.0,0.0,0.0
2018-01-22,6.411,6.451,6.331,6.381,27805.0,0.0,0.0
2018-01-23,6.411,6.441,6.341,6.391,23438.0,0.0,0.0
2018-01-24,6.371,6.411,6.311,6.391,31240.0,0.0,0.0
2018-01-25,6.381,6.421,6.351,6.361,39869.0,0.0,0.0
2018-01-26,6.321,6.391,6.291,6.341,28653.0,0.0,0.0
2018-01-29,6.611,7.021,6.611,7.021,214521.0,0.0,0.0
2018-01-30,7.021,7.461,6.971,7.211,343141.0,0.0,0.0
2018-01-31,6.911,7.121,6.791,6.951,163178.0,0.0,0.0
2018-02-01,6.791,6.861,6.411,6.521,150552.0,0.0,0.0
2018-02-02,6.531,6.531,5.841,6.141,111256.0,0.0,0.0
2018-02-05,5.951,6.101,5.941,6.021,68763.0,0.0,0.0
2018-02-06,5.881,5.891,5.381,5.391,127878.0,0.0,0.0
2018-02-07,5.511,5.621,5.171,5.471,55858.0,0.0,0.0
2018-02-08,5.371,5.581,5.371,5.581,43240.0,0.0,0.0
2018-02-09,5.381,5.451,5.271,5.391,43879.0,0.0,0.0
2018-02-12,5.421,5.701,5.401,5.571,38380.0,0.0,0.0
2018-02-13,5.801,5.961,5.611,5.741,74727.0,0.0,0.0
2018-02-14,5.611,5.721,5.591,5.691,27778.0,0.0,0.0
2018-02-22,5.771,5.781,5.671,5.761,28749.0,0.0,0.0
2018-02-23,5.751,5.791,5.691,5.741,23875.0,0.0,0.0
2018-02-26,6.361,6.361,6.021,6.061,91843.0,0.0,0.0
2018-02-27,5.951,6.171,5.951,6.021,68768.0,0.0,0.0
2018-02-28,6.021,6.391,5.961,6.171,78090.0,0.0,0.0
2018-03-01,6.171,6.291,6.071,6.241,69476.0,0.0,0.0
2018-03-02,6.151,6.171,6.021,6.041,60485.0,0.0,0.0
2018-03-05,6.011,6.141,6.011,6.081,32989.0,0.0,0.0
2018-03-06,6.061,6.141,6.031,6.141,41139.0,0.0,0.0
2018-03-07,6.121,6.171,6.031,6.081,30674.0,0.0,0.0
2018-03-08,6.041,6.081,5.971,6.071,31793.0,0.0,0.0
2018-03-09,6.071,6.181,6.021,6.151,41642.0,0.0,0.0
