date,open,high,low,close,volume,openinterest,ma
2018-01-02,5.3,5.55,5.3,5.45,61447.0,0.0,0.0
2018-01-03,5.4,5.54,5.38,5.47,61959.0,0.0,0.0
2018-01-04,5.44,5.49,5.42,5.46,30560.0,0.0,0.0
2018-01-05,5.44,6.01,5.43,5.7,157079.0,0.0,0.0
2018-01-08,5.65,5.93,5.65,5.83,156703.0,0.0,0.0
2018-01-09,5.77,6.35,5.73,6.25,290969.0,0.0,0.0
2018-01-10,6.15,6.24,5.88,6.01,189603.0,0.0,0.0
2018-01-11,5.89,5.98,5.74,5.82,169833.0,0.0,0.0
2018-01-12,5.7,6.45,5.69,6.36,508992.0,0.0,0.0
2018-01-15,6.09,6.2,5.9,5.93,351731.0,0.0,0.0
2018-01-16,5.83,6.24,5.78,6.18,281277.0,0.0,0.0
2018-01-17,6.1,6.12,5.79,5.87,212884.0,0.0,0.0
2018-01-18,5.83,5.93,5.78,5.87,108734.0,0.0,0.0
2018-01-19,5.93,6.0,5.79,5.8,136980.0,0.0,0.0
2018-01-22,5.79,5.87,5.78,5.83,71190.0,0.0,0.0
2018-01-23,5.82,5.95,5.81,5.87,134158.0,0.0,0.0
2018-01-24,5.84,5.94,5.73,5.8,136103.0,0.0,0.0
2018-01-25,5.89,6.16,5.86,5.91,212157.0,0.0,0.0
2018-01-26,5.85,6.07,5.79,6.05,191686.0,0.0,0.0
2018-01-29,5.99,6.46,5.97,6.19,250550.0,0.0,0.0
2018-01-30,6.14,6.33,6.04,6.09,194572.0,0.0,0.0
2018-01-31,6.05,6.22,5.85,6.05,182955.0,0.0,0.0
2018-02-01,6.0,6.08,5.5,5.59,189331.0,0.0,0.0
2018-02-02,5.35,5.53,5.25,5.45,113519.0,0.0,0.0
2018-02-05,5.36,5.42,5.26,5.33,88975.0,0.0,0.0
2018-02-06,5.2,5.24,4.85,4.87,136647.0,0.0,0.0
2018-02-07,4.98,4.99,4.57,4.7,113530.0,0.0,0.0
2018-02-08,4.68,4.82,4.68,4.75,47297.0,0.0,0.0
2018-02-09,4.58,4.67,4.5,4.58,75210.0,0.0,0.0
2018-02-12,4.61,4.68,4.55,4.67,50185.0,0.0,0.0
